,ID,Position
179,823361014,"ShermanOaks,CA91403"
180,839874120,"Gardena,CA90248"
181,828325190,"LaPuente,CA91744"
182,839799158,"ValleyVillage,CA91601"
183,839205905,"Gardena,CA90248"
184,840248162,"Torrance,CA90505"
185,838801668,"Gardena,CA90248"
186,837248841,"NorthHollywood,CA91601"
187,837413187,"CityofIndustry,CA91748"
188,836767788,"Pasadena,CA91106"
189,829471340,"SouthElMonte,CA91733"
190,835506555,"Montebello,CA90640"
191,831781505,"Gardena,CA90248"
192,833272319,"LosAngeles,CA91335"
193,817546200,"Hawthorne,CA90250"
194,835168540,"Gardena,CA90248"
195,835294267,"ValleyVillage,CA91601"
196,835308659,"NorthHollywood,CA91605"
197,839724981,"NorthHollywood,CA91606"
198,840273767,"SignalHill,CA90755"
199,837128778,"ValleyVillage,CA91601"
200,832901607,"LosAngeles,CA90744"
201,837091997,"Pacoima,CA91331"
202,823639263,"LaPuente,CA91744"
203,828889565,"NorthHollywood,CA91606"
204,830184562,"Gardena,CA90248"
205,829600387,"LosAngeles,CA91335"
206,837864498,"Hawthorne,CA90250"
207,830296726,"ValleyVillage,CA91601"
208,819489883,"LosAngeles,CA91335"
209,839923039,"Burbank,CA91504"
210,835127005,"LaHabra,CA90631"
211,840045007,"Pasadena,CA91107"
212,836913815,"Glendale,CA91214"
213,838465882,"NHollywood,CA91607"
214,837816662,"LosAngeles,CA90744"
215,837897499,"Alhambra,CA91803"
216,836916534,"SunValley,CA91352"
217,834996471,"ShermanOaks,CA91423"
218,829027556,"ShermanOaks,CA91423"
219,832931572,"BeverlyHills,CA90211"
220,830317887,"SOUTHGATE,CA90280"
221,835868145,"Inglewood,CA90304"
222,824976378,"Inglewood,CA90304"
223,817956801,"Hawthorne,CA90250"
224,823135024,"Hawthorne,CA90250"
225,833401616,"Burbank,CA91504"
226,836555359,"Gardena,CA90248"
227,839383811,"LaHabra,CA90631"
228,838032258,"Gardena,CA90248"
229,742854529,"Inglewood,CA90304"
230,834312186,"LosAngeles,CA90065"
231,835972587,"VanNuys,CA91405"
232,840054085,"LosAngeles,CA90048"
233,833983844,"NorthHollywood,CA91605"
234,838567172,"Arleta,CA91331"
235,839650202,"Cerritos,CA90703"
236,840325864,"LosAngeles,CA90744"
237,833900454,"Arleta,CA91331"
238,838755770,"Pasadena,CA91107"
239,839219892,"Alhambra,CA91803"
240,826891118,"ValleyVillage,CA91601"
241,840136050,"LosAngeles,CA90065"
242,840316478,"Arleta,CA91331"
243,826965819,"NHollywood,CA91607"
244,834478433,"Inglewood,CA90304"
245,831004088,"LongBeach,CA90805"
246,828489183,"Lomita,CA90717"
247,822172655,"VanNuys,CA91401"
248,838671103,"LosAngeles,CA90019"
249,839040609,"LosAngeles,CA90065"
250,838981094,"Burbank,CA91504"
251,839690640,"NorthHollywood,CA91605"
252,838150629,"Gardena,CA90248"
253,827732908,"NHollywood,CA91607"
254,835231252,"LongBeach,CA90804"
255,838697870,"Cerritos,CA90703"
256,836402861,"Pasadena,CA91107"
257,839062986,"Alhambra,CA91801"
258,837221269,"LosAngeles,CA90744"
259,840319057,"Gardena,CA90248"
260,837978612,"LosAngeles,CA90744"
261,831877479,"ValleyVillage,CA91601"
262,831773921,"LosAngeles,CA90744"
263,827965184,"Inglewood,CA90304"
264,817374735,"Alhambra,CA91803"
265,815491124,"Hawthorne,CA90250"
266,827839269,"NorthHollywood,CA91601"
267,829844686,"LongBeach,CA90804"
268,839225442,"Hawthorne,CA90250"
269,814784514,"Hawthorne,CA90250"
270,836419423,"Gardena,CA90248"
271,836419469,"Gardena,CA90248"
272,837128776,"ValleyVillage,CA91601"
273,839888140,"Glendale,CA91214"
274,838967817,"Lawndale,CA90260"
275,836819822,"Lawndale,CA90260"
276,839701190,"VanNuys,CA91401"
277,832817216,"Gardena,CA90248"
278,829681938,"LosAngeles,CA91335"
279,838365888,"LosAngeles,CA90744"
280,836237480,"LosAngeles,CA90065"
281,840220012,"Burbank,CA91504"
282,838437063,"Arleta,CA91331"
283,839799138,"ValleyVillage,CA91601"
284,835868142,"Inglewood,CA90304"
285,833019430,"SantaMonica,CA90405"
286,834216844,"SignalHill,CA90755"
287,832210762,"NorthHollywood,CA91605"
288,808627732,"LaHabra,CA90631"
289,835463091,"MONTEREYPARK,CA91754"
290,839494473,"LosAngeles,CA90065"
291,793303159,"Hawthorne,CA90250"
292,839673894,"Gardena,CA90248"
293,839724982,"NorthHollywood,CA91606"
294,839724970,"NorthHollywood,CA91606"
295,839724967,"NorthHollywood,CA91606"
296,822079533,"LaHabra,CA90631"
297,835436480,"Monrovia,CA91016"
298,820908862,"Pacoima,CA91331"
299,838980064,"Bellflower,CA90706"
300,838825558,"LosAngeles,CA90065"
301,839689950,"Bellflower,CA90706"
302,838989690,"MontereyPark,CA91755"
303,838949760,"Burbank,CA91504"
304,838749078,"ValleyVillage,CA91601"
305,831577163,"ValleyVillage,CA91601"
306,839205926,"Gardena,CA90248"
307,838150288,"Gardena,CA90248"
308,681275086,"SantaMonica,CA90404"
309,839602824,"Bellflower,CA90706"
310,839252137,"ValleyVillage,CA91601"
311,838752108,"LaCrescenta,CA91214"
312,831446673,"ValleyVillage,CA91601"
313,820881735,"LaPuente,CA91744"
314,816608263,"Lomita,CA90717"
315,837016344,"LosAngeles,CA91335"
316,838758697,"NorthHollywood,CA91605"
317,827453332,"Lomita,CA90717"
318,835190293,"Arleta,CA91331"
319,833168963,"Arleta,CA91331"
320,826291104,"SOUTHGATE,CA90280"
321,837464427,"LosAngeles,CA90025"
322,835686935,"Burbank,CA91504"
323,838646010,"Glendale,CA91214"
324,827714349,"Glendale,CA91214"
325,836157753,"NorthHollywood,CA91605"
326,835067095,"NorthHollywood,CA91605"
327,832649666,"LosAngeles,CA91352"
328,839035224,"LosAngeles,CA91352"
329,838714628,"Lomita,CA90717"
330,839222920,"SunValley,CA91352"
331,823303467,"LongBeach,CA90804"
332,840264583,"Alhambra,CA91803"
333,840162636,"Pasadena,CA91107"
334,828489011,"Lomita,CA90717"
335,836054879,"Pasadena,CA91107"
336,839982129,"Cerritos,CA90703"
337,839923042,"Burbank,CA91504"
338,830681535,"Pasadena,CA91107"
339,823984086,"LaPuente,CA91744"
340,838811271,"NorthHollywood,CA91605"
341,828487014,"NHollywood,CA91607"
342,828670619,"ValleyVillage,CA91601"
343,825570785,"SOUTHGATE,CA90280"
344,839844610,"Torrance,CA90505"
345,827008843,"LosAngeles,CA91405"
346,840010273,"Hawthorne,CA90250"
347,838642608,"ShermanOaks,CA91411"
348,838352560,"Torrance,CA90505"
349,839651185,"Gardena,CA90248"
350,830657256,"ValleyVillage,CA91601"
351,840210247,"Gardena,CA90248"
352,840271141,"Pasadena,CA91107"
353,839991516,"Gardena,CA90248"
354,812187718,"ValleyVillage,CA91601"
355,835107629,"Inglewood,CA90304"
356,839991371,"Gardena,CA90248"
357,796506521,"ShermanOaks,CA91423"
358,833318557,"ShermanOaks,CA91423"
359,818279597,"ValleyVillage,CA91601"
360,839607451,"NorthHollywood,CA91605"
361,833641799,"Torrance,CA90503"
362,831116688,"Bellflower,CA90706"
363,824689947,"ValleyVillage,CA91607"
364,830352548,"Pasadena,CA91107"
365,837510550,"Glendale,CA91214"
366,830504828,"LosAngeles,CA91352"
367,773940619,"LosAngeles,CA91352"
368,839217691,"Burbank,CA91504"
369,836358828,"Pacoima,CA91331"
370,826914425,"Inglewood,CA90304"
371,822438620,"LosAngeles,CA91335"
372,817241713,"Inglewood,CA90304"
373,826687634,"Burbank,CA91505"
374,829276010,"NorthHollywood,CA91606"
375,813711959,"ValleyVillage,CA91601"
376,829462391,"LosAngeles,CA91352"
377,838437041,"Arleta,CA91331"
378,839424442,"Gardena,CA90248"
379,839833957,"NHollywood,CA91607"
380,838211367,"WestCovina,CA91790"
381,826075511,"ValleyVillage,CA91601"
382,839673767,"Gardena,CA90248"
383,837207440,"Gardena,CA90248"
384,839651179,"Gardena,CA90248"
385,838320033,"Whittier,CA90602"
386,831972883,"Lawndale,CA90260"
387,837307464,"Arleta,CA91331"
388,836925897,"LaHabra,CA90631"
389,801907875,"Alhambra,CA91803"
390,836873364,"LosAngeles,CA90034"
391,830982799,"Torrance,CA90505"
392,828889855,"NorthHollywood,CA91606"
393,827464599,"ShermanOaks,CA91423"
394,835933938,"Gardena,CA90248"
395,827360479,"Lawndale,CA90260"
396,824976950,"Inglewood,CA90304"
397,828068738,"Hawthorne,CA90250"
398,817907711,"Bellflower,CA90706"
399,829595418,"Arleta,CA91331"
400,840119565,"MontereyPark,CA91755"
401,837202187,"Hawthorne,CA90250"
402,795517726,"Hawthorne,CA90250"
403,838521213,"SantaMonica,CA90404"
404,834164230,"LosAngeles,CA91352"
405,840077928,"Arleta,CA91331"
406,839765266,"Pacoima,CA91331"
407,838714604,"Lomita,CA90717"
408,833214639,"Burbank,CA91504"
409,839157821,"SignalHill,CA90755"
410,839724964,"NorthHollywood,CA91606"
411,839076536,"MONTEREYPARK,CA91754"
412,839463022,"ElMonte,CA91733"
413,838755794,"Pasadena,CA91107"
414,830915748,"ShermanOaks,CA91423"
415,829276795,"NorthHollywood,CA91606"
416,824741531,"ValleyVillage,CA91601"
417,834283873,"Hawthorne,CA90250"
418,839035333,"Gardena,CA90248"
419,838401291,"Bellflower,CA90706"
420,838474064,"Bellflower,CA90706"
421,839651093,"Gardena,CA90248"
422,840319146,"Whittier,CA90602"
423,837557069,"LaHabra,CA90631"
424,835484739,"BeverlyHills,CA90212"
425,833368840,"Bellflower,CA90706"
426,836925877,"LaHabra,CA90631"
427,832649798,"LosAngeles,CA91352"
428,839542882,"Torrance,CA90505"
429,839682604,"Torrance,CA90505"
430,838715527,"BuenaPark,CA90621"
431,801907770,"Alhambra,CA91803"
432,811049482,"ValleyVillage,CA91601"
433,838638164,"ElMonte,CA91733"
434,839679360,"ElMonte,CA91733"
435,735840366,"Lomita,CA90717"
436,839991460,"Gardena,CA90248"
437,833739397,"Inglewood,CA90304"
438,840318672,"Gardena,CA90248"
439,840317659,"Cerritos,CA90703"
440,840150414,"Pacoima,CA91331"
441,833214638,"Burbank,CA91504"
442,837668999,"SunValley,CA91352"
443,832553261,"EastLosAngeles,CA90022"
444,835177833,"VanNuys,CA91401"
445,836067788,"LongBeach,CA90804"
446,836386055,"LongBeach,CA90804"
447,831006923,"Pacoima,CA91331"
448,826637856,"Alhambra,CA91803"
449,816203192,"ValleyVillage,CA91601"
450,835294393,"Hawthorne,CA90250"
451,827902055,"LongBeach,CA90805"
452,771100811,"Alhambra,CA91803"
453,827699648,"LosAngeles,CA91335"
454,826383937,"Cypress,CA90630"
455,817546247,"Hawthorne,CA90250"
456,834630521,"MontereyPark,CA91755"
457,834996308,"ShermanOaks,CA91423"
458,805369985,"Hawthorne,CA90250"
459,839673936,"Gardena,CA90248"
460,832649675,"LosAngeles,CA91352"
461,835705823,"LosAngeles,CA91352"
462,835705804,"LosAngeles,CA91352"
463,830639968,"LosAngeles,CA91352"
464,832649682,"LosAngeles,CA91352"
465,830640110,"LosAngeles,CA91352"
466,833176243,"LosAngeles,CA91352"
467,837650995,"ElMonte,CA91733"
468,826638083,"NHollywood,CA91607"
469,832422472,"MarinaDelRey,CA90292"
470,840323177,"Pacoima,CA91331"
471,821184035,"ValleyVillage,CA91601"
472,838320936,"Whittier,CA90602"
473,827509912,"NorthHollywood,CA91606"
474,834823459,"BuenaPark,CA90621"
475,835231315,"Alhambra,CA91803"
476,830296792,"Burbank,CA91505"
477,833390560,"Inglewood,CA90304"
478,839870514,"Cerritos,CA90703"
479,828904101,"LongBeach,CA90804"
480,836945215,"LosAngeles,CA90065"
481,839372672,"Alhambra,CA91803"
482,839468027,"Burbank,CA91505"
483,822897778,"SouthElMonte,CA91733"
484,839270452,"Downey,CA90241"
485,830699166,"EastLosAngeles,CA90022"
486,816267361,"LosAngeles,CA90018"
487,835705805,"LosAngeles,CA91352"
488,840103892,"BuenaPark,CA90621"
489,837622346,"LosAngeles,CA90744"
490,839037715,"ValleyVillage,CA91601"
491,839115745,"SunValley,CA91352"
492,837092014,"Pacoima,CA91331"
493,836490389,"Inglewood,CA90304"
494,840262268,"Glendale,CA91204"
495,822246818,"Alhambra,CA91803"
496,818639887,"Inglewood,CA90304"
497,809170275,"LaHabra,CA90631"
498,835940000,"LosAngeles,CA91335"
499,834826509,"Gardena,CA90248"
500,835873456,"LongBeach,CA90804"
501,833203089,"ValleyVillage,CA91601"
502,833466493,"LosAngeles,CA90744"
503,836814926,"Pasadena,CA91107"
504,838409740,"WestCovina,CA91790"
505,839141256,"LaCrescenta,CA91214"
506,827152622,"LosAngeles,CA90048"
507,822159742,"LosAngeles,CA91335"
508,839693490,"Inglewood,CA90304"
509,839145872,"CityofIndustry,CA91748"
510,838962630,"Cerritos,CA90703"
511,839673751,"Gardena,CA90248"
512,820268245,"Lomita,CA90717"
513,833318868,"ShermanOaks,CA91423"
514,831641342,"SignalHill,CA90755"
515,836146285,"Montebello,CA90640"
516,835294153,"ValleyVillage,CA91601"
517,839689774,"Bellflower,CA90706"
518,838801743,"Gardena,CA90248"
519,817374751,"Alhambra,CA91803"
520,836628395,"ShermanOaks,CA91411"
521,840210256,"Gardena,CA90248"
522,840318664,"Gardena,CA90248"
523,840318556,"Gardena,CA90248"
524,840210249,"Gardena,CA90248"
525,840236043,"CityofIndustry,CA91748"
526,838967821,"Lawndale,CA90260"
527,838211582,"LaHabra,CA90631"
528,837402230,"LosAngeles,CA90034"
529,838474013,"ShermanOaks,CA91423"
530,837207439,"Gardena,CA90248"
531,836906451,"ShermanOaks,CA91423"
532,836980717,"Glendale,CA91214"
533,825530725,"LosAngeles,CA91335"
534,811339608,"ValleyVillage,CA91601"
535,830552920,"Inglewood,CA90304"
536,791589801,"Inglewood,CA90304"
537,821451287,"ValleyVillage,CA91601"
538,830766118,"LosAngeles,CA91401"
539,820061641,"SOUTHGATE,CA90280"
540,816835902,"ValleyVillage,CA91601"
541,831257421,"LosAngeles,CA90022"
542,821221612,"Bellflower,CA90706"
543,838588798,"LosAngeles,CA90019"
544,840054332,"LosAngeles,CA90048"
545,793303148,"Hawthorne,CA90250"
546,817545769,"Hawthorne,CA90250"
547,838032332,"Gardena,CA90248"
548,833176071,"LosAngeles,CA91352"
549,835705803,"LosAngeles,CA91352"
550,790969049,"Lomita,CA90717"
551,838364313,"Cerritos,CA90703"
552,839545157,"BuenaPark,CA90621"
553,839724980,"NorthHollywood,CA91606"
554,838150630,"Gardena,CA90248"
555,832536673,"NorthHollywood,CA91606"
556,823618849,"BeverlyHills,CA90211"
557,837268902,"NorthHollywood,CA91606"
558,838849447,"SignalHill,CA90755"
559,840261973,"Glendale,CA91204"
560,840315641,"Cerritos,CA90703"
561,840247871,"BuenaPark,CA90621"
562,838271977,"SignalHill,CA90755"
563,837294315,"VanNuys,CA91406"
564,827946793,"NorthHollywood,CA91606"
565,732617359,"Alhambra,CA91803"
566,831167736,"ValleyVillage,CA91601"
567,835436759,"Monrovia,CA91016"
568,822584279,"LongBeach,CA90804"
569,827939156,"Burbank,CA91505"
570,825337116,"MontereyPark,CA91755"
571,827946797,"NorthHollywood,CA91606"
572,835692276,"LongBeach,CA90815"
573,835428538,"WestCovina,CA91790"
574,817545859,"Hawthorne,CA90250"
575,833945222,"Bellflower,CA90706"
576,831641344,"SignalHill,CA90755"
577,833371663,"Glendale,CA91214"
578,786604660,"Bellflower,CA90706"
579,829027550,"ShermanOaks,CA91423"
580,835636000,"SignalHill,CA90755"
581,837823289,"Gardena,CA90248"
582,839570229,"SantaMonica,CA90405"
583,839086251,"VanNuys,CA91401"
584,838676740,"Glendale,CA91214"
585,836769808,"WestCovina,CA91790"
586,810832721,"BeverlyHills,CA90211"
587,840168520,"LaHabra,CA90631"
588,837557302,"LaHabra,CA90631"
589,837137324,"Inglewood,CA90304"
590,833210105,"Bellflower,CA90706"
591,835127215,"LaHabra,CA90631"
592,831612644,"LaHabra,CA90631"
593,828206227,"Hawthorne,CA90250"
594,838937685,"Cerritos,CA90703"
595,838151171,"Gardena,CA90248"
596,839093347,"BuenaPark,CA90621"
597,839987230,"Lomita,CA90717"
598,837299552,"Burbank,CA91504"
599,839463682,"LongBeach,CA90805"
600,839673848,"Gardena,CA90248"
601,839880621,"Torrance,CA90505"
602,840326472,"Torrance,CA90504"
603,840315633,"Cerritos,CA90703"
604,825988109,"LosAngeles,CA91335"
605,835245719,"LaHabra,CA90631"
606,823181211,"Inglewood,CA90304"
607,828278213,"Pasadena,CA91107"
608,835436702,"Monrovia,CA91016"
609,782094442,"Inglewood,CA90304"
610,836466440,"Lawndale,CA90260"
611,837732810,"NorthHollywood,CA91605"
612,830408325,"SOUTHGATE,CA90280"
613,821364473,"LongBeach,CA90804"
614,820347651,"ValleyVillage,CA91601"
615,833468929,"Pasadena,CA91107"
616,827839601,"NorthHollywood,CA91601"
617,835299391,"Inglewood,CA90304"
618,831773898,"Alhambra,CA91803"
619,829820315,"LaPuente,CA91744"
620,830296664,"Burbank,CA91505"
621,840054065,"LosAngeles,CA90048"
622,837756560,"Montebello,CA90640"
623,837818361,"Hawthorne,CA90250"
624,839893858,"Hawthorne,CA90250"
625,836419552,"Gardena,CA90248"
626,839205917,"Gardena,CA90248"
627,832519552,"Hawthorne,CA90250"
628,838209594,"ShermanOaks,CA91401"
629,839146420,"Cerritos,CA90703"
630,830505220,"LosAngeles,CA91352"
631,838658040,"LosAngeles,CA91352"
632,838657998,"LosAngeles,CA91352"
633,838658041,"LosAngeles,CA91352"
634,832649642,"LosAngeles,CA91352"
635,838635514,"LosAngeles,CA91352"
636,824451885,"LaHabra,CA90631"
637,838465878,"NHollywood,CA91607"
638,837897069,"Alhambra,CA91803"
639,838773535,"Whittier,CA90602"
640,838945678,"LosAngeles,CA91335"
641,840328283,"Hawthorne,CA90250"
642,732617360,"Alhambra,CA91803"
643,837671583,"Torrance,CA90505"
644,839467921,"Burbank,CA91505"
645,839041514,"ElMonte,CA91733"
646,839380276,"SignalHill,CA90755"
647,839586195,"SouthElMonte,CA91733"
648,836558198,"LongBeach,CA90805"
649,779187558,"Downey,CA90240"
650,835126678,"LaHabra,CA90631"
651,836925724,"LaHabra,CA90631"
652,801907918,"Alhambra,CA91803"
653,826075890,"LosAngeles,CA91335"
654,827574628,"Glendale,CA91204"
655,829928352,"ShermanOaks,CA91423"
656,834142501,"Glendale,CA91214"
657,823762198,"ShermanOaks,CA91423"
658,826624869,"Cypress,CA90630"
659,833451406,"HarborCity,CA90710"
660,809212268,"Hawthorne,CA90250"
661,839476491,"Bellflower,CA90706"
662,839756228,"Carson,CA90745"
663,830451443,"NorthHollywood,CA91606"
664,839221372,"LosAngeles,CA90744"
665,833390561,"Inglewood,CA90304"
666,839314551,"Cerritos,CA90703"
667,839203027,"Cerritos,CA90703"
668,838398799,"LaPuente,CA91744"
669,839468218,"Reseda,CA91335"
670,840147583,"ElMonte,CA91732"
671,839867271,"Cerritos,CA90703"
672,840250301,"LosAngeles,CA91405"
673,837896949,"Pasadena,CA91107"
674,839618261,"LosAngeles,CA91335"
675,838767050,"SignalHill,CA90755"
676,835277404,"LosAngeles,CA90034"
677,829585743,"Burbank,CA91505"
678,828514231,"LaHabra,CA90631"
679,820061889,"SOUTHGATE,CA90280"
680,821752273,"LongBeach,CA90804"
681,830657432,"Hawthorne,CA90250"
682,828193762,"EastLosAngeles,CA90022"
683,834617978,"LosAngeles,CA91335"
684,835039223,"Hawthorne,CA90250"
685,839804811,"LosAngeles,CA90007"
686,839335409,"Hawthorne,CA90250"
687,838716909,"Gardena,CA90248"
688,839092976,"SantaMonica,CA90403"
689,840087518,"Cypress,CA90630"
690,838824325,"SanGabriel,CA91776"
691,831327638,"LaPuente,CA91744"
692,836212064,"Torrance,CA90504"
693,839064297,"BuenaPark,CA90621"
694,838388215,"Glendale,CA91204"
695,839937846,"Inglewood,CA90304"
696,838283624,"LosAngeles,CA90065"
697,816439188,"NorthHollywood,CA91606"
698,839797781,"LosAngeles,CA91405"
699,830407262,"SOUTHGATE,CA90280"
700,836355594,"LosAngeles,CA91335"
701,836114643,"LosAngeles,CA90744"
702,830607645,"BellGardens,CA90201"
703,838763516,"SOUTHGATE,CA90280"
704,839373415,"Downey,CA90241"
705,838740520,"SanGabriel,CA91776"
706,839035434,"Gardena,CA90248"
707,828389398,"Alhambra,CA91803"
708,839991997,"Whittier,CA90602"
709,839992124,"Whittier,CA90602"
710,838087053,"Torrance,CA90505"
711,838210920,"LaHabra,CA90631"
712,839040784,"LosAngeles,CA90065"
713,840210248,"Gardena,CA90248"
714,840210118,"Gardena,CA90248"
715,836114313,"Glendale,CA91214"
716,840241931,"Whittier,CA90602"
717,839252139,"ValleyVillage,CA91601"
718,839723528,"Pacoima,CA91331"
719,838083551,"Pasadena,CA91107"
720,837984532,"SignalHill,CA90755"
721,838801737,"Gardena,CA90248"
